,0-media,0-std,0-min,0-25,0-mediana,0-75,0-max,1-media,1-std,1-min,1-25,1-mediana,1-75,1-max,2-media,2-std,2-min,2-25,2-mediana,2-75,2-max,3-media,3-std,3-min,3-25,3-mediana,3-75,3-max,4-media,4-std,4-min,4-25,4-mediana,4-75,4-max,5-media,5-std,5-min,5-25,5-mediana,5-75,5-max,6-media,6-std,6-min,6-25,6-mediana,6-75,6-max,7-media,7-std,7-min,7-25,7-mediana,7-75,7-max,8-media,8-std,8-min,8-25,8-mediana,8-75,8-max,9-media,9-std,9-min,9-25,9-mediana,9-75,9-max,10-media,10-std,10-min,10-25,10-mediana,10-75,10-max,11-media,11-std,11-min,11-25,11-mediana,11-75,11-max,12-media,12-std,12-min,12-25,12-mediana,12-75,12-max,13-media,13-std,13-min,13-25,13-mediana,13-75,13-max,14-media,14-std,14-min,14-25,14-mediana,14-75,14-max,15-media,15-std,15-min,15-25,15-mediana,15-75,15-max,Target,Position_right,Position_top
Water-100_70-top-5,1453.375,2218.311053301136,0.0,0.0,0.0,2457.0,6181.0,1.7575,12.00746191349409,0.0,0.0,0.0,0.0,123.0,3.175,25.4655770410782,0.0,0.0,0.0,0.0,218.0,2.7725,21.07929280628355,0.0,0.0,0.0,0.0,185.0,4086.35,5472.0747530307935,0.0,0.0,0.0,9858.5,13578.0,2.0325,12.207333501959813,0.0,0.0,0.0,0.0,86.0,4.205,29.133569764415125,0.0,0.0,0.0,0.0,334.0,6.3025,42.790285288106915,0.0,0.0,0.0,0.0,450.0,4543.3625,5841.453329746172,0.0,0.0,0.0,11697.0,15235.0,2.0225,14.165933712426405,0.0,0.0,0.0,0.0,118.0,2.79,18.037718765010627,0.0,0.0,0.0,0.0,140.0,3.06,15.339643465678517,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Water,0,1
Water-100_70-top-6,53.2475,122.35468079944371,0.0,0.0,0.0,95.0,1279.0,3.3475,17.978175121567606,0.0,0.0,0.0,0.0,150.0,5.515,29.541522114171084,0.0,0.0,0.0,0.0,218.0,2.725,19.950424144837115,0.0,0.0,0.0,0.0,185.0,17.5825,69.36069101006288,0.0,0.0,0.0,0.0,489.0,0.6575,6.66154141961254,0.0,0.0,0.0,0.0,86.0,4.5575,24.914021452031278,0.0,0.0,0.0,0.0,165.0,3.1925,25.274442374528466,0.0,0.0,0.0,0.0,379.0,52.6875,358.6490173384623,0.0,0.0,0.0,10.0,3877.0,1.285,10.683591287905896,0.0,0.0,0.0,0.0,118.0,2.2225,16.03279826794905,0.0,0.0,0.0,0.0,158.0,2.31,12.46001725822193,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Water,0,1
Water-100_70-top-7,630.6,911.138360943035,0.0,0.0,0.0,1483.0,3244.0,12.1025,21.908261536664696,0.0,0.0,0.0,26.0,150.0,3.21,22.074626221230147,0.0,0.0,0.0,0.0,218.0,3.305,22.616271007522684,0.0,0.0,0.0,0.0,185.0,45.895,338.8864323191845,0.0,0.0,0.0,0.0,3269.0,1.61,9.958455054257664,0.0,0.0,0.0,0.0,86.0,4.5975,26.167582036253467,0.0,0.0,0.0,0.0,221.0,3.705,26.450369185990336,0.0,0.0,0.0,0.0,274.0,201.245,856.7446021178912,0.0,0.0,0.0,21.0,7668.0,1.03,10.599763557205932,0.0,0.0,0.0,0.0,148.0,2.095,15.797146882398053,0.0,0.0,0.0,0.0,140.0,0.87,8.25672658107235,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Water,0,1
Water-100_70-top-8,146.125,239.05808141689505,0.0,0.0,0.0,289.0,1427.0,10.8325,20.619586857049104,0.0,0.0,0.0,26.0,150.0,2.12,17.00009140473728,0.0,0.0,0.0,0.0,199.0,4.755,26.56811315452191,0.0,0.0,0.0,0.0,185.0,137.685,233.24298811273738,0.0,0.0,0.0,179.75,731.0,2.4175,13.083046626170718,0.0,0.0,0.0,0.0,122.0,6.22,32.84842687054693,0.0,0.0,0.0,0.0,263.0,4.6225,26.70069871801261,0.0,0.0,0.0,0.0,205.0,807.6575,1441.1984396848713,0.0,0.0,0.0,2074.5,9248.0,0.625,7.5920004727308115,0.0,0.0,0.0,0.0,103.0,1.0475,10.517213185200674,0.0,0.0,0.0,0.0,140.0,2.19,13.53595046116906,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Water,0,1
Water-100_70-top-9,2.81,18.150413045832728,0.0,0.0,0.0,0.0,208.0,167.35,677.885960866469,0.0,0.0,0.0,35.0,4738.0,1.49,14.593399819635723,0.0,0.0,0.0,0.0,181.0,1.7975,14.391987946166628,0.0,0.0,0.0,0.0,185.0,3804.545,4775.666657969878,0.0,0.0,0.0,8855.0,13578.0,1.12,8.801093575249723,0.0,0.0,0.0,0.0,93.0,3.8425,24.993988124264696,0.0,0.0,0.0,0.0,277.0,6.47,35.276908178390244,0.0,0.0,0.0,0.0,274.0,530.4025,1771.2727311778613,0.0,0.0,0.0,261.75,9139.0,0.5475,5.611279702505429,0.0,0.0,0.0,0.0,73.0,3.4475,19.461992875003055,0.0,0.0,0.0,0.0,140.0,0.42,5.150720805094203,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Water,0,1
Water-150_1045-back-0,1022.465,2738.7064201763046,0.0,0.0,0.0,0.0,11074.0,109.0625,239.8776392210112,0.0,0.0,0.0,0.0,902.0,3.625,25.9623667298561,0.0,0.0,0.0,0.0,292.0,2.4525,17.383273259747778,0.0,0.0,0.0,0.0,200.0,1288.0125,3259.6374265745485,0.0,0.0,0.0,9.0,15354.0,1337.8725,3882.1048222415047,0.0,0.0,0.0,59.0,20299.0,39.1825,76.07185097015261,0.0,0.0,0.0,29.0,334.0,12.465,39.815662652795496,0.0,0.0,0.0,0.0,272.0,84.9575,232.64626884988846,0.0,0.0,0.0,0.0,1084.0,0.565,5.61289019497545,0.0,0.0,0.0,0.0,94.0,0.6475,6.885984730907061,0.0,0.0,0.0,0.0,94.0,0.515,5.284846165925102,0.0,0.0,0.0,0.0,72.0,1.39,11.970217846314277,0.0,0.0,0.0,0.0,129.0,1.29,10.838569392044622,0.0,0.0,0.0,0.0,105.0,7.1025,24.357652428540266,0.0,0.0,0.0,13.0,263.0,1.3475,10.98833939942205,0.0,0.0,0.0,0.0,105.0,Water,0,0
Water-150_1045-back-1,1113.3925,2972.2296944946897,0.0,0.0,0.0,0.0,13677.0,69.0475,177.4937331485746,0.0,0.0,0.0,0.0,767.0,3.3975,24.150623704436263,0.0,0.0,0.0,0.0,273.0,2.9175,20.22816453242545,0.0,0.0,0.0,0.0,185.0,1426.695,3665.100422873751,0.0,0.0,0.0,0.0,16813.0,1500.4925,3642.5010617577254,0.0,0.0,0.0,9.0,16331.0,45.1225,83.78342108000679,0.0,0.0,0.0,29.0,303.0,6.4025,26.15943968171244,0.0,0.0,0.0,0.0,179.0,57.8775,167.6887332885854,0.0,0.0,0.0,0.0,959.0,3373.915,7291.990242176972,0.0,0.0,0.0,0.0,21146.0,10.645,24.975155073138623,0.0,0.0,0.0,0.0,115.0,0.9875,10.883633466982012,0.0,0.0,0.0,0.0,189.0,1.48,12.314777072112966,0.0,0.0,0.0,0.0,129.0,1.725,12.23903017600341,0.0,0.0,0.0,0.0,99.0,9.01,32.75204789939106,0.0,0.0,0.0,13.0,292.0,0.4925,6.670170288620654,0.0,0.0,0.0,0.0,105.0,Water,0,0
Water-150_1045-back-2,1426.32,3778.4721312611155,0.0,0.0,0.0,0.0,14113.0,112.135,242.255394088373,0.0,0.0,0.0,0.0,902.0,3.795,22.654492713372466,0.0,0.0,0.0,0.0,236.0,3.4575,23.925598831557444,0.0,0.0,0.0,0.0,200.0,1659.815,4319.885074097264,0.0,0.0,0.0,0.0,20570.0,907.3,2266.2147699321513,0.0,0.0,0.0,2.25,10006.0,36.7975,69.85054933108705,0.0,0.0,0.0,21.5,272.0,3.6275,18.91847020870341,0.0,0.0,0.0,0.0,179.0,104.1275,285.60257934246255,0.0,0.0,0.0,0.0,1211.0,2075.895,4442.709133522911,0.0,0.0,0.0,0.0,13852.0,2.355,9.88855063110675,0.0,0.0,0.0,0.0,72.0,1.1375,8.994768390347286,0.0,0.0,0.0,0.0,104.0,3.5675,20.590905936072215,0.0,0.0,0.0,0.0,137.0,0.7825,8.447698074439696,0.0,0.0,0.0,0.0,99.0,8.58,32.32484864000132,0.0,0.0,0.0,13.0,277.0,2.0175,13.566403798725613,0.0,0.0,0.0,0.0,99.0,Water,0,0
Water-150_1045-back-3,1051.415,2783.487123050044,0.0,0.0,0.0,0.0,10720.0,47.0125,101.73365561830423,0.0,0.0,0.0,0.0,565.0,4.535,27.91265960842934,0.0,0.0,0.0,0.0,255.0,1.8,14.730324373222476,0.0,0.0,0.0,0.0,169.0,1699.8225,4460.697098830262,0.0,0.0,0.0,0.0,19095.0,1381.8575,4077.643701033158,0.0,0.0,0.0,19.0,20570.0,41.78,77.48571927606648,0.0,0.0,0.0,29.0,282.0,8.8475,32.208581551566574,0.0,0.0,0.0,0.0,230.0,93.165,253.64651418933627,0.0,0.0,0.0,0.0,1147.0,2509.055,5369.060031890125,0.0,0.0,0.0,0.0,15624.0,2.7925,9.685761647735449,0.0,0.0,0.0,0.0,83.0,1.0625,10.232808493966134,0.0,0.0,0.0,0.0,179.0,3.6275,19.610844111534732,0.0,0.0,0.0,0.0,144.0,1.74,11.955322007824718,0.0,0.0,0.0,0.0,99.0,16.4675,50.05084075618498,0.0,0.0,0.0,13.0,363.0,2.5125,14.597690748470008,0.0,0.0,0.0,0.0,99.0,Water,0,0
Water-150_1045-back-4,1285.3225,3399.6121264077933,0.0,0.0,0.0,0.0,13148.0,49.045,110.11041610281846,0.0,0.0,0.0,0.0,655.0,4.515,23.652873420636112,0.0,0.0,0.0,0.0,199.0,3.5675,22.885581012850505,0.0,0.0,0.0,0.0,200.0,1233.385,3220.5651797421397,0.0,0.0,0.0,0.0,16467.0,396.5525,1203.3165789669856,0.0,0.0,0.0,9.0,6519.0,28.2425,57.18692643548719,0.0,0.0,0.0,21.5,272.0,7.175,28.809622713639545,0.0,0.0,0.0,0.0,220.0,106.4625,299.9349697165979,0.0,0.0,0.0,0.0,1777.0,2587.7425,5553.383059875998,0.0,0.0,0.0,0.0,15880.0,1.0975,5.594751725248228,0.0,0.0,0.0,0.0,52.0,0.515,5.444159455825161,0.0,0.0,0.0,0.0,83.0,2.8075,17.51892478332821,0.0,0.0,0.0,0.0,129.0,0.57,5.784786893092595,0.0,0.0,0.0,0.0,99.0,9.995,35.50240875727896,0.0,0.0,0.0,13.0,292.0,1.26,10.391697090516638,0.0,0.0,0.0,0.0,105.0,Water,0,0
Water-150_1045-back-5,1276.3825,3394.2114931666683,0.0,0.0,0.0,0.0,12638.0,66.185,146.36386756752265,0.0,0.0,0.0,0.0,635.0,4.5275,26.95497487340806,0.0,0.0,0.0,0.0,255.0,2.2925,16.40823021526073,0.0,0.0,0.0,0.0,200.0,1260.325,3312.0981242010193,0.0,0.0,0.0,9.0,16398.0,1078.81,2794.847251066139,0.0,0.0,0.0,59.0,13821.0,41.01,75.9517384028572,0.0,0.0,0.0,29.0,282.0,6.415,26.408451123207087,0.0,0.0,0.0,0.0,251.0,83.32,225.97088241463112,0.0,0.0,0.0,0.0,1147.0,3149.48,6689.609523248253,0.0,0.0,0.0,0.0,18743.0,10.3925,23.82903693507432,0.0,0.0,0.0,0.0,136.0,1.19,9.257600007277052,0.0,0.0,0.0,0.0,83.0,2.79,17.559377247593673,0.0,0.0,0.0,0.0,137.0,1.0525,9.537670661861599,0.0,0.0,0.0,0.0,99.0,5.9625,16.5405583014089,0.0,0.0,0.0,13.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Water,0,0
Water-150_1045-back-6,842.6975,2337.5508220373927,0.0,0.0,0.0,0.0,9670.0,81.7675,205.16509262501222,0.0,0.0,0.0,0.0,955.0,1.715,14.771569760284768,0.0,0.0,0.0,0.0,199.0,1.7125,12.533657693904404,0.0,0.0,0.0,0.0,154.0,1588.6075,4118.952988655049,0.0,0.0,0.0,21.5,19599.0,1385.555,3440.7954997576935,0.0,0.0,0.0,61.5,23138.0,49.98,84.4953445945118,0.0,0.0,0.0,51.5,387.0,11.88,35.752359054261916,0.0,0.0,0.0,0.0,220.0,88.445,252.44026460329624,0.0,0.0,0.0,0.0,1834.0,2476.275,5342.461503996026,0.0,0.0,0.0,0.0,15311.0,2.8275,10.487502707154952,0.0,0.0,0.0,0.0,83.0,0.875,6.982209760013808,0.0,0.0,0.0,0.0,83.0,2.8975,17.874583788553984,0.0,0.0,0.0,0.0,137.0,0.8775,8.368247287015498,0.0,0.0,0.0,0.0,99.0,9.2375,36.828616063502636,0.0,0.0,0.0,13.0,292.0,1.3825,10.53582948834679,0.0,0.0,0.0,0.0,99.0,Water,0,0
Water-150_1045-back-7,824.2525,2137.531821860786,0.0,0.0,0.0,0.0,7593.0,292.2875,656.8210407276871,0.0,0.0,0.0,0.0,2262.0,5.435,31.734025839624938,0.0,0.0,0.0,0.0,236.0,1.9175,15.804275737247364,0.0,0.0,0.0,0.0,185.0,1436.67,3821.1353331418986,0.0,0.0,0.0,0.0,19261.0,1338.9425,3837.7647550339757,0.0,0.0,0.0,51.5,23571.0,41.4625,79.09867314933221,0.0,0.0,0.0,29.0,472.0,5.8675,27.138555538971936,0.0,0.0,0.0,0.0,241.0,59.5,168.12774114749297,0.0,0.0,0.0,0.0,1034.0,2638.9525,5745.423453662801,0.0,0.0,0.0,0.0,17238.0,1.655,7.5071210971929485,0.0,0.0,0.0,0.0,83.0,0.465,4.6110660182393275,0.0,0.0,0.0,0.0,62.0,1.7325,14.12922614046226,0.0,0.0,0.0,0.0,129.0,2.5375,14.836911018518203,0.0,0.0,0.0,0.0,105.0,6.3825,23.43895593639945,0.0,0.0,0.0,13.0,277.0,1.505,11.463791750693082,0.0,0.0,0.0,0.0,105.0,Water,0,0
Water-150_1045-back-8,1446.2675,3806.1260620142275,0.0,0.0,0.0,0.0,14058.0,68.015,153.48979630230122,0.0,0.0,0.0,0.0,645.0,1.63,16.66184692214953,0.0,0.0,0.0,0.0,292.0,3.31,26.208225382391745,0.0,0.0,0.0,0.0,407.0,1339.985,3540.166167145644,0.0,0.0,0.0,0.0,17459.0,1247.5075,2973.084005911928,0.0,0.0,0.0,0.0,11120.0,40.46,78.51997750361285,0.0,0.0,0.0,19.0,272.0,3.9825,21.674446887283462,0.0,0.0,0.0,0.0,200.0,81.15,218.34668692064974,0.0,0.0,0.0,0.0,1096.0,2816.5975,6168.41949718298,0.0,0.0,0.0,0.0,17673.0,6.5575,19.823322224340295,0.0,0.0,0.0,0.0,189.0,1.4175,9.418596958766134,0.0,0.0,0.0,0.0,83.0,2.0525,14.59614202984432,0.0,0.0,0.0,0.0,129.0,1.4925,11.241034021150435,0.0,0.0,0.0,0.0,99.0,8.24,24.82383849031982,0.0,0.0,0.0,13.0,277.0,2.0475,13.307063485100336,0.0,0.0,0.0,0.0,99.0,Water,0,0
Water-150_1045-back-9,752.65,2018.618506351681,0.0,0.0,0.0,0.0,9195.0,96.195,214.66666349491794,0.0,0.0,0.0,0.0,818.0,1.71,11.693491538496966,0.0,0.0,0.0,0.0,126.0,0.92,11.532175757169005,0.0,0.0,0.0,0.0,169.0,1418.35,3686.9064601117716,0.0,0.0,0.0,0.0,19599.0,660.085,1870.6894545496975,0.0,0.0,0.0,59.0,10778.0,28.3175,51.25621613992263,0.0,0.0,0.0,29.0,241.0,6.2125,26.9584725430547,0.0,0.0,0.0,0.0,210.0,60.1775,164.3277213185123,0.0,0.0,0.0,0.0,742.0,2181.0525,4633.551449734541,0.0,0.0,0.0,0.0,14074.0,0.9225,6.215954389507028,0.0,0.0,0.0,0.0,83.0,0.9275,6.830364444604332,0.0,0.0,0.0,0.0,83.0,1.3725,11.942164039858326,0.0,0.0,0.0,0.0,129.0,0.9975,8.965961460561843,0.0,0.0,0.0,0.0,111.0,9.57,33.0868849378001,0.0,0.0,0.0,13.0,277.0,1.1,10.245116203100718,0.0,0.0,0.0,0.0,111.0,Water,0,0
Water-150_1045-right-0,1075.135,2568.4671080213557,0.0,0.0,0.0,0.0,10546.0,0.9175,8.441792071797211,0.0,0.0,0.0,0.0,96.0,2.9925,23.70320756505722,0.0,0.0,0.0,0.0,255.0,2.99,20.57019036930815,0.0,0.0,0.0,0.0,232.0,2744.3375,5810.89098320044,0.0,0.0,0.0,129.0,17096.0,17.8775,39.02788019263704,0.0,0.0,0.0,9.0,200.0,18.29,37.39025243888581,0.0,0.0,0.0,19.0,189.0,19.0775,44.651100722595196,0.0,0.0,0.0,9.0,292.0,21.4275,71.20470503272271,0.0,0.0,0.0,0.0,510.0,1.215,6.486444318711801,0.0,0.0,0.0,0.0,83.0,0.745,6.8444936066761155,0.0,0.0,0.0,0.0,72.0,0.7525,7.300306839433176,0.0,0.0,0.0,0.0,94.0,0.93,10.206641898642186,0.0,0.0,0.0,0.0,137.0,1.17,10.435437023175513,0.0,0.0,0.0,0.0,99.0,10.895,34.44459391726536,0.0,0.0,0.0,13.0,306.0,1.64,11.396934908706028,0.0,0.0,0.0,0.0,94.0,Water,1,0
Water-150_1045-right-1,1093.8275,2609.671587043915,0.0,0.0,0.0,0.0,14169.0,3.24,36.448437847922726,0.0,0.0,0.0,0.0,695.0,3.4325,22.83910035471034,0.0,0.0,0.0,0.0,236.0,3.19,22.631601212322217,0.0,0.0,0.0,0.0,200.0,2840.555,5863.0075730361,0.0,0.0,0.0,149.0,17533.0,16.925,44.353268267569995,0.0,0.0,0.0,0.0,345.0,14.815,37.18780859057746,0.0,0.0,0.0,9.0,220.0,14.695,41.93612489761736,0.0,0.0,0.0,0.0,241.0,51.285,171.90598577380166,0.0,0.0,0.0,0.0,947.0,1.3475,10.251070914163881,0.0,0.0,0.0,0.0,115.0,0.645,6.421609429821517,0.0,0.0,0.0,0.0,83.0,0.62,6.330148255953925,0.0,0.0,0.0,0.0,94.0,0.2675,5.3500000000000085,0.0,0.0,0.0,0.0,107.0,2.0275,12.98859124409819,0.0,0.0,0.0,0.0,105.0,11.815,39.61127880441764,0.0,0.0,0.0,13.0,306.0,1.93,12.58455512002403,0.0,0.0,0.0,0.0,99.0,Water,1,0
Water-150_1045-right-2,1021.6275,2466.9953412558957,0.0,0.0,0.0,0.0,14449.0,5.835,60.78923508942145,0.0,0.0,0.0,0.0,1118.0,4.2425,23.908109251254466,0.0,0.0,0.0,0.0,236.0,6.0625,29.68613751655188,0.0,0.0,0.0,0.0,200.0,2903.59,6152.146245862174,0.0,0.0,0.0,129.0,22405.0,12.2025,35.54779328973073,0.0,0.0,0.0,0.0,282.0,11.9525,28.626630148064606,0.0,0.0,0.0,9.0,179.0,10.6325,34.97929847860224,0.0,0.0,0.0,0.0,220.0,64.01,210.7437834329607,0.0,0.0,0.0,0.0,1059.0,0.5575,4.63307210637358,0.0,0.0,0.0,0.0,83.0,0.62,6.404540995528802,0.0,0.0,0.0,0.0,83.0,1.6,9.31675936216725,0.0,0.0,0.0,0.0,83.0,1.185,11.858217332117757,0.0,0.0,0.0,0.0,137.0,1.7925,12.004361936970486,0.0,0.0,0.0,0.0,99.0,9.07,30.011528277879076,0.0,0.0,0.0,13.0,306.0,2.14,13.348064543883046,0.0,0.0,0.0,0.0,99.0,Water,1,0
Water-150_1045-right-3,1063.6825,2605.501462554234,0.0,0.0,0.0,0.0,19611.0,1.9625,12.51629889764701,0.0,0.0,0.0,0.0,114.0,4.9675,23.966276301281603,0.0,0.0,0.0,0.0,236.0,4.335,25.234494730641618,0.0,0.0,0.0,0.0,200.0,2490.1075,5245.875018786278,0.0,0.0,0.0,149.0,20033.0,9.41,27.442661115912443,0.0,0.0,0.0,0.0,179.0,15.05,38.20118881746567,0.0,0.0,0.0,9.0,241.0,12.4275,38.20541687308381,0.0,0.0,0.0,0.0,220.0,69.6625,241.96841815039664,0.0,0.0,0.0,0.0,1263.0,2.6875,9.51768404202459,0.0,0.0,0.0,0.0,83.0,0.6475,6.084471689419546,0.0,0.0,0.0,0.0,83.0,1.47,9.74044612565657,0.0,0.0,0.0,0.0,83.0,1.55,12.5063392446893,0.0,0.0,0.0,0.0,129.0,2.1225,13.127769787705674,0.0,0.0,0.0,0.0,105.0,12.5575,41.25070600140092,0.0,0.0,0.0,13.0,292.0,0.9125,7.6884735359682095,0.0,0.0,0.0,0.0,105.0,Water,1,0
Water-150_1045-right-4,1037.5725,2570.691260855785,0.0,0.0,0.0,0.0,13305.0,0.9575,8.62767556844167,0.0,0.0,0.0,0.0,123.0,3.835,18.574048109065934,0.0,0.0,0.0,0.0,199.0,1.23,13.939975153068639,0.0,0.0,0.0,0.0,185.0,3147.33,6355.366287849357,0.0,0.0,0.0,119.0,22925.0,14.665,39.47554396621498,0.0,0.0,0.0,0.0,189.0,14.8075,38.06748319684873,0.0,0.0,0.0,9.0,241.0,12.09,36.64490445555015,0.0,0.0,0.0,0.0,200.0,35.2775,131.6510748437666,0.0,0.0,0.0,0.0,1009.0,1.87,10.490387054412109,0.0,0.0,0.0,0.0,83.0,1.2375,8.817622691225347,0.0,0.0,0.0,0.0,83.0,1.5725,9.302477302305004,0.0,0.0,0.0,0.0,83.0,0.1575,1.6732283115152364,0.0,0.0,0.0,0.0,21.0,1.66,11.873578004821914,0.0,0.0,0.0,0.0,111.0,9.0075,31.716593440953627,0.0,0.0,0.0,13.0,306.0,1.6275,11.222906389146619,0.0,0.0,0.0,0.0,105.0,Water,1,0
Water-150_1045-right-5,797.86,1999.116339974225,0.0,0.0,0.0,0.0,10895.0,2.415,12.386943364478018,0.0,0.0,0.0,0.0,114.0,2.2175,18.457027072931574,0.0,0.0,0.0,0.0,255.0,2.8725,18.890165155418785,0.0,0.0,0.0,0.0,200.0,2775.7075,6241.709971664017,0.0,0.0,0.0,129.0,23793.0,12.8,34.69682513120566,0.0,0.0,0.0,0.0,189.0,18.465,39.5400723101986,0.0,0.0,0.0,9.0,251.0,15.24,43.4080412494366,0.0,0.0,0.0,0.0,282.0,56.135,188.41607766006118,0.0,0.0,0.0,0.0,996.0,1.4925,9.62348546167539,0.0,0.0,0.0,0.0,83.0,1.425,9.236213732383819,0.0,0.0,0.0,0.0,94.0,1.345,9.320039314942862,0.0,0.0,0.0,0.0,83.0,0.78,8.070280265201264,0.0,0.0,0.0,0.0,107.0,1.825,12.044169962068308,0.0,0.0,0.0,0.0,105.0,14.205,43.74966351463868,0.0,0.0,0.0,13.0,292.0,1.74,11.661577121143683,0.0,0.0,0.0,0.0,94.0,Water,1,0
Water-150_1045-right-6,1028.7575,2639.306541735336,0.0,0.0,0.0,0.0,20645.0,3.895,36.47389254100435,0.0,0.0,0.0,0.0,655.0,2.5275,17.66137180076074,0.0,0.0,0.0,0.0,236.0,1.69,15.994952211263504,0.0,0.0,0.0,0.0,248.0,2429.71,5312.3777005199945,0.0,0.0,0.0,119.0,22201.0,11.7975,33.227423130144594,0.0,0.0,0.0,0.0,251.0,13.2375,33.26299988957913,0.0,0.0,0.0,9.0,241.0,16.1225,44.94627808321655,0.0,0.0,0.0,0.0,220.0,44.06,141.97795868330954,0.0,0.0,0.0,0.0,695.0,2.19,10.2056007032553,0.0,0.0,0.0,0.0,115.0,0.9775,7.53983531261483,0.0,0.0,0.0,0.0,83.0,1.7075,10.896503025993693,0.0,0.0,0.0,0.0,104.0,2.595,17.014986023309937,0.0,0.0,0.0,0.0,137.0,2.8275,15.148810511051693,0.0,0.0,0.0,0.0,111.0,12.39,41.954658662163645,0.0,0.0,0.0,13.0,435.0,1.9975,14.252906971662084,0.0,0.0,0.0,0.0,203.0,Water,1,0
Water-150_1045-right-7,915.21,2344.914229296435,0.0,0.0,0.0,0.0,15626.0,2.545,17.92655511932271,0.0,0.0,0.0,0.0,297.0,4.4825,27.709913243818413,0.0,0.0,0.0,0.0,236.0,3.905,22.406720594936388,0.0,0.0,0.0,0.0,185.0,2366.075,5071.577476448906,0.0,0.0,0.0,119.0,19345.0,11.2475,33.863151452807635,0.0,0.0,0.0,0.0,179.0,16.1925,38.87497399043368,0.0,0.0,0.0,9.0,220.0,10.97,34.66147204188367,0.0,0.0,0.0,0.0,220.0,34.28,119.50388926253491,0.0,0.0,0.0,0.0,754.0,2.1725,10.423981592010648,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,7.077798958379482,0.0,0.0,0.0,0.0,83.0,0.9075,9.203025750121174,0.0,0.0,0.0,0.0,107.0,1.74,11.791522378386976,0.0,0.0,0.0,0.0,99.0,11.705,35.83963131691408,0.0,0.0,0.0,13.0,263.0,1.5975,11.068277221484339,0.0,0.0,0.0,0.0,88.0,Water,1,0
Water-150_1045-right-8,696.0675,1811.8425072620228,0.0,0.0,0.0,0.0,12789.0,4.685,25.642242227741303,0.0,0.0,0.0,0.0,288.0,1.945,18.160161167624253,0.0,0.0,0.0,0.0,236.0,2.5825,21.98024161157599,0.0,0.0,0.0,0.0,263.0,2229.155,4941.582658308683,0.0,0.0,0.0,89.0,19013.0,13.86,38.54191351949661,0.0,0.0,0.0,0.0,179.0,15.91,38.968683525869004,0.0,0.0,0.0,9.0,200.0,9.5825,32.02158097080275,0.0,0.0,0.0,0.0,220.0,49.905,163.16076293460853,0.0,0.0,0.0,0.0,742.0,0.3325,4.348472926439779,0.0,0.0,0.0,0.0,83.0,1.3175,9.63164655125071,0.0,0.0,0.0,0.0,115.0,1.365,8.14078965090926,0.0,0.0,0.0,0.0,83.0,0.5475,6.102117118945988,0.0,0.0,0.0,0.0,107.0,3.515,17.019221773466562,0.0,0.0,0.0,0.0,105.0,8.79,31.256652825672973,0.0,0.0,0.0,13.0,292.0,1.18,8.262764864621312,0.0,0.0,0.0,0.0,82.0,Water,1,0
