,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Target,Position_right,Position_top
Water-150_558-right-7,593.14,3.3,2.4875,4.065,2734.0875,1.25,5.1975,2.14,19.365,3.245,1.14,0.62,0.8775,1.745,12.79,1.78,Water,1,0
Water-150_558-right-8,1040.8075,1.7175,4.07,3.1925,1797.7775,1.3025,2.8775,2.42,3.095,0.54,1.2475,1.5825,1.6275,0.3475,13.2325,1.2025,Water,1,0
Water-150_558-right-9,927.6175,7.345,3.835,1.61,1015.9925,1.2325,4.1125,3.3775,13.5075,551.21,2.205,0.4125,1.4425,2.2175,11.7,2.0125,Water,1,0
Water-150_70-back-0,1339.0875,1.1525,5.295,2.035,1055.085,10.77,14.9225,17.115,1855.735,3.2325,1.31,2.16,1.725,2.965,5.485,1.5675,Water,0,0
Water-150_70-back-1,1840.3975,0.8,5.115,5.22,2053.04,8.06,16.9875,16.7775,1398.175,2.5825,2.3175,4.28,1.62,2.2725,7.21,2.4575,Water,0,0
Water-150_70-back-2,1235.4475,1.025,5.44,5.6725,1661.9425,7.1975,19.8275,17.745,1786.1225,2.4725,5.9075,1.1125,1.575,3.38,8.3,0.9325,Water,0,0
Water-150_70-back-3,2216.81,2.4725,4.8,2.61,2373.1975,9.385,22.0575,18.6325,2139.325,1.875,3.3275,1.35,3.0,2.4825,5.4075,1.96,Water,0,0
Water-150_70-back-4,1579.13,1.79,3.66,3.4925,1523.1475,7.0675,15.555,16.7025,1010.6825,1.4375,3.8925,1.775,2.3975,1.2875,6.64,1.49,Water,0,0
Water-150_70-back-5,832.82,1.11,4.0325,2.0325,645.4325,1.015,3.7825,4.2275,1055.73,2.03,1.6575,1.8325,0.0,0.0,0.0,0.0,Water,0,0
Water-150_70-back-6,2361.65,2.1875,5.355,3.0375,2214.5575,1.535,2.3575,3.6275,205.085,2.2325,2.585,1.7125,0.0,0.0,0.0,0.0,Water,0,0
Water-150_70-back-7,1788.5175,3.06,5.9325,3.9925,1626.3525,2.355,1.235,3.695,1934.3375,4.8975,1.92,1.8925,0.0,0.0,0.0,0.0,Water,0,0
Water-150_70-back-8,893.3025,1.46,4.475,0.5675,716.0975,2.045,3.7025,9.305,1661.585,2.32,2.19,2.8825,0.0,0.0,0.0975,0.0,Water,0,0
Water-150_70-back-9,1430.8125,3.065,6.4725,2.2175,649.74,1.015,2.8775,3.0525,2291.1325,1.395,3.51,4.01,0.0,0.0,0.17,0.0,Water,0,0
Water-150_70-right-0,2285.71,1.5475,3.265,3.7625,156.815,3.495,5.31,6.9925,53.49,2.0175,2.795,3.8,3.705,2.58,11.9375,2.1575,Water,1,0
Water-150_70-right-1,2207.0075,2.7725,4.935,2.15,162.9775,1.3825,10.1675,11.3575,32.105,2.1475,1.915,0.75,4.3725,3.1675,12.68,3.0275,Water,1,0
Water-150_70-right-2,2036.145,2.88,5.615,1.73,118.9925,5.4275,11.19,12.7425,32.955,2.4225,2.825,2.1975,2.8475,2.91,7.845,1.6225,Water,1,0
Water-150_70-right-3,2999.225,1.635,5.5725,1.87,350.4,5.61,14.3375,22.5525,35.7125,0.72,0.98,2.7675,1.7975,2.81,8.475,1.2975,Water,1,0
Water-150_70-right-4,1987.1125,3.715,5.075,2.845,326.5,7.225,6.505,20.995,23.96,1.5275,2.095,2.3725,2.145,3.485,10.965,2.37,Water,1,0
Water-150_70-right-5,2555.0475,2.185,4.2075,1.88,308.515,2.4125,11.465,18.525,32.6,2.82,1.135,1.78,4.22,2.37,13.955,1.0625,Water,1,0
Water-150_70-right-6,2946.0775,1.745,4.8425,2.995,243.02,5.0825,2.6175,8.66,62.69,0.985,2.3375,1.55,2.0,4.22,16.1475,2.615,Water,1,0
Water-150_70-right-7,2387.5125,2.5825,5.435,4.22,249.1025,3.25,3.5275,8.89,25.3075,2.6975,1.3225,0.9575,4.6225,2.81,12.6,2.9,Water,1,0
Water-150_70-right-8,2927.985,2.225,6.025,3.6875,238.11,3.11,7.2775,3.51,25.04,1.9375,1.76,2.095,2.735,1.125,11.4725,1.595,Water,1,0
Water-150_70-right-9,2412.4475,1.9925,5.2625,5.2975,225.07,1.715,18.7175,9.4775,36.815,1.705,2.795,2.11,2.505,2.6125,15.505,1.4575,Water,1,0
Water-150_70-top-0,1.6125,68.625,49.56,2.065,4153.8175,1.31,5.1475,4.31,3346.3175,2.825,7.8475,2.14,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-1,385.13,1.8825,2.3075,3.7175,426.0575,2.1675,6.465,4.245,6326.1175,2.4425,1.9575,2.8875,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-2,386.6275,3.465,3.2575,5.265,671.7075,11.2,2.5075,2.81,4296.965,1.845,1.695,2.145,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-3,5227.3725,2.555,4.5275,3.5675,2300.095,1.4925,2.77,5.61,6929.965,2.3125,1.485,1.5725,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-4,4225.435,2.4,6.48,4.03,3073.4825,2.44,3.74,5.1375,7084.9475,1.1125,4.065,2.095,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-5,747.145,1.81,3.5325,3.69,1998.91,1.66,5.425,2.0825,9821.325,2.5125,1.49,2.83,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-6,3700.48,1.8525,7.4425,3.19,2112.8875,1.06,2.3175,4.685,6068.805,1.79,2.77,2.16,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-7,200.4725,1031.7425,20.48,2.49,3069.76,1.7475,5.4525,3.915,7412.86,3.4625,2.7925,2.9375,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-8,3.055,602.815,24.055,0.7225,1469.8025,2.6625,7.0825,5.66,4956.435,2.12,2.3425,3.6525,0.0,0.0,0.0,0.0,Water,0,1
Water-150_70-top-9,62.6125,105.2375,9.5975,1.535,3303.545,2.56,3.86,6.86,6585.95,2.6075,3.3875,1.525,0.0,0.0,0.0,0.0,Water,0,1
Water-50_1045-back-0,178.74,1.635,1.5375,2.2575,1113.6075,11.4425,14.9425,9.315,30.52,0.205,0.89,0.98,1.2325,0.5875,8.38,2.035,Water,0,0
Water-50_1045-back-1,76.915,2.0175,4.705,2.4875,772.2775,1.725,34.68,2.1175,61.67,1788.1025,0.425,1.115,1.325,0.85,12.86,1.7325,Water,0,0
Water-50_1045-back-2,235.4075,0.5875,2.6675,2.495,1001.5275,2.62,34.535,2.875,82.3225,1328.4575,0.51,1.9275,2.0725,0.48,15.79,1.5475,Water,0,0
Water-50_1045-back-3,676.9675,34.165,4.2525,2.295,944.5525,282.015,39.2125,5.6725,86.4675,0.995,1.115,1.0525,0.7825,1.17,10.5525,1.85,Water,0,0
Water-50_1045-back-4,688.09,1.045,2.8925,4.645,1123.315,5.025,34.315,4.695,86.285,1.13,0.8975,1.1125,0.9575,4.17,10.285,1.1925,Water,0,0
Water-50_1045-back-5,409.1975,1.375,3.5725,2.2525,965.055,6.11,8.375,6.6275,19.295,1793.4475,3.2725,0.745,1.425,1.23,9.3575,1.995,Water,0,0
Water-50_1045-back-6,450.38,1.0875,2.84,3.4075,800.1975,6.365,7.925,3.265,41.585,0.5425,1.03,1.085,1.71,1.23,9.705,2.2525,Water,0,0
Water-50_1045-back-7,169.7325,0.805,2.53,2.3775,1254.515,4.515,5.355,3.2925,32.84,0.88,0.9,0.8275,1.0175,1.595,13.24,1.175,Water,0,0
Water-50_1045-back-8,237.0,2.23,3.39,3.405,1189.6675,7.3025,6.8225,4.8575,26.0525,1224.7725,1.7025,0.7225,1.25,1.77,8.695,1.2225,Water,0,0
Water-50_1045-back-9,829.805,1.57,5.7,3.64,1233.11,11.2425,11.1175,13.4025,21.8225,0.49,0.7725,0.93,1.8375,0.79,14.8,1.4175,Water,0,0
Water-50_1045-right-0,93.0425,2.4325,2.8425,3.115,10.31,5.525,9.17,5.81,10.7375,2.685,0.645,1.24,1.44,0.9025,11.65,1.91,Water,1,0
Water-50_1045-right-1,116.065,1.1075,3.345,2.9525,17.7375,1.0075,5.075,2.275,8.83,1.125,0.4125,1.6,0.8025,0.3225,16.5775,1.7525,Water,1,0
Water-50_1045-right-2,54.5425,1.685,1.7175,4.765,249.4225,1.52,5.365,1.515,13.03,2.1175,0.255,0.6975,1.3225,0.9475,13.315,0.5675,Water,1,0
Water-50_1045-right-3,90.765,1.6725,4.935,2.3775,3.905,1.6625,4.7225,2.4875,10.215,1.8075,1.1125,1.455,0.6275,0.8525,13.61,2.6325,Water,1,0
Water-50_1045-right-4,102.355,3.2725,3.8425,4.6425,25.605,2.26,4.16,1.8025,10.025,1.6725,1.79,1.19,0.6575,1.6175,10.94,1.065,Water,1,0
Water-50_1045-right-5,197.78,2.025,3.66,4.1575,443.055,1.0325,5.155,2.005,8.8925,2.3425,0.905,1.4775,2.13,0.3,11.695,1.7,Water,1,0
Water-50_1045-right-6,75.92,2.42,3.435,3.4175,60.0875,2.065,7.2325,4.3775,9.2225,3.765,1.035,0.7225,0.14,0.8775,14.045,2.255,Water,1,0
Water-50_1045-right-7,202.82,0.75,1.7125,2.3375,337.145,2.56,6.4325,2.3425,7.4675,4.735,0.695,0.775,1.3925,1.415,10.6375,2.2375,Water,1,0
Water-50_1045-right-8,121.305,2.64,2.71,3.8475,13.795,3.8125,6.4025,2.97,6.7825,1.515,1.2925,1.4975,2.3775,1.6875,10.73,1.6175,Water,1,0
Water-50_1045-right-9,120.265,3.015,2.8,3.5725,291.2425,2.1425,4.7525,2.745,6.095,4.0675,1.5275,0.7225,0.8,1.8925,14.03,1.315,Water,1,0
Water-50_558-back-0,242.815,1.465,1.985,3.335,150.565,1.5,4.6675,2.4175,6.9925,0.4075,0.2825,1.0,0.69,2.125,11.3525,1.4675,Water,0,0
Water-50_558-back-1,251.3525,1.5225,2.4475,1.1475,1542.4925,0.9575,5.7325,2.345,68.6825,1665.5375,0.8025,0.5675,1.345,1.6,8.03,2.605,Water,0,0
Water-50_558-back-2,72.425,2.0975,3.845,4.3,871.79,2.5225,5.345,2.915,21.285,1.42,1.1075,0.745,2.1325,2.75,13.3375,1.6875,Water,0,0
Water-50_558-back-3,43.235,1.07,5.34,1.37,1105.715,2.025,5.5175,1.8925,11.46,0.665,0.4625,1.105,1.52,1.16,11.57,1.485,Water,0,0
Water-50_558-back-4,52.8075,2.03,3.2975,3.795,1080.275,2.005,4.8575,1.3825,21.03,1063.2775,0.5925,1.185,1.705,1.6675,9.0775,1.89,Water,0,0
Water-50_558-back-5,190.8725,0.6275,5.8375,2.2575,1558.17,2.1975,3.3425,2.0275,51.5825,2060.755,0.5925,1.2625,2.2375,0.675,8.3525,0.8075,Water,0,0
Water-50_558-back-6,471.8375,1.4375,5.2425,3.1375,1137.89,0.9025,4.3275,2.4425,63.0275,0.855,1.0575,0.565,0.8875,2.94,11.0325,1.055,Water,0,0
Water-50_558-back-7,592.9275,2.5375,4.1125,2.7225,1122.19,1.775,3.7975,3.09,61.09,0.6725,1.3175,0.67,2.12,1.2175,12.355,1.0325,Water,0,0
Water-50_558-back-8,466.4325,1.4775,1.4875,3.07,1064.98,2.065,5.185,3.0525,51.025,1640.89,0.7225,0.3825,1.2475,2.95,11.1675,1.3725,Water,0,0
Water-50_558-back-9,44.1175,1.6775,2.12,3.0275,949.675,1.2325,4.96,3.26,14.2775,1.8625,1.1575,0.85,1.285,1.9575,11.995,2.755,Water,0,0
Water-50_558-right-0,43.9,1.9875,3.89,2.9575,45.2575,19.675,23.055,18.2375,4.675,1.0575,1.03,0.8225,2.145,1.3875,11.38,1.6875,Water,1,0
Water-50_558-right-1,213.28,0.9175,3.9825,1.725,171.9625,18.5775,21.775,22.6825,10.51,1.72,0.6975,1.625,2.0225,1.285,8.8525,1.56,Water,1,0
Water-50_558-right-2,351.9275,1.66,1.6275,3.675,219.945,20.16,21.405,24.7625,3.825,0.1275,0.795,1.835,1.015,1.3,10.1875,1.89,Water,1,0
Water-50_558-right-3,250.5675,0.87,3.8475,2.3825,159.835,21.42,25.1975,21.4425,2.81,1.2525,1.1875,0.88,1.0375,1.4675,11.0875,2.0475,Water,1,0
Water-50_558-right-4,348.1625,1.505,3.845,2.5325,141.7625,21.2525,20.865,19.605,4.36,0.7175,0.8,1.47,1.36,2.3775,8.8575,2.0625,Water,1,0
Water-50_558-right-5,292.05,1.0225,2.6675,3.11,260.0375,18.065,21.2325,13.61,7.9625,0.4625,0.5125,1.235,2.47,1.01,8.6225,2.1725,Water,1,0
Water-50_558-right-6,157.185,0.93,6.0225,4.215,47.42,16.395,18.1075,17.505,10.3275,0.855,0.31,0.515,0.8025,1.6025,9.7475,0.5625,Water,1,0
Water-50_558-right-7,176.2475,1.945,4.03,3.1125,121.79,19.5275,19.7975,19.465,12.8425,1.61,1.9975,0.8475,3.13,2.695,10.325,2.8,Water,1,0
Water-50_558-right-8,98.925,2.4225,4.8375,2.9175,116.1325,24.5625,24.055,19.51,10.2775,1.43,1.1925,0.62,2.575,0.7825,12.09,1.19,Water,1,0
Water-50_558-right-9,107.1125,2.3775,3.9325,2.6875,48.91,18.645,22.3475,19.1975,6.805,2.0675,0.67,0.6675,2.49,1.885,12.43,1.4,Water,1,0
Water-50_70-back-0,3172.0225,2.5725,4.7075,1.8425,335.2575,11.8325,21.615,27.4675,2412.1625,1.805,3.1,2.885,2.4575,1.515,9.2775,1.63,Water,0,0
Water-50_70-back-1,464.5625,2.37,3.4875,3.9825,41.8425,12.165,21.4025,29.755,433.6175,2.875,4.9525,3.645,0.6825,0.55,3.57,2.01,Water,0,0
Water-50_70-back-2,192.6425,2.0625,4.755,2.885,96.6075,9.255,22.0175,28.0125,408.01,1.505,3.1375,1.985,0.8275,1.1,5.375,2.4875,Water,0,0
Water-50_70-back-3,207.3575,2.7125,5.13,3.6925,147.425,10.67,24.93,28.42,282.4075,1.58,2.0,3.0925,0.6075,2.5975,5.065,1.785,Water,0,0
Water-50_70-back-4,527.7525,2.185,4.7,3.61,425.5075,9.8625,23.4025,20.0825,1268.1125,2.06,2.53,2.04,0.675,3.135,6.22,2.1975,Water,0,0
Water-50_70-back-5,173.085,1.51,1.67,2.53,18.0325,11.255,25.2425,27.7375,308.935,1.58,3.585,1.8,1.1425,1.2425,4.785,1.2875,Water,0,0
Water-50_70-back-6,280.765,0.5025,5.59,2.255,138.8475,12.325,25.5175,32.53,266.61,2.21,4.455,1.5925,1.0275,2.5325,5.7625,2.075,Water,0,0
Water-50_70-back-7,255.7875,3.065,4.6125,3.415,179.8225,10.66,21.0775,28.1975,381.89,2.6475,1.35,2.4025,1.455,2.27,8.3975,1.8825,Water,0,0
Water-50_70-back-8,353.79,1.77,2.53,1.265,304.93,10.25,19.3825,26.1125,619.9175,2.805,0.915,2.31,1.905,2.5775,6.6925,1.2625,Water,0,0
Water-50_70-back-9,149.2275,1.26,3.905,2.2575,396.08,11.1525,23.31,24.6675,534.7475,2.28,2.7975,2.7625,1.6675,1.935,6.02,2.1425,Water,0,0
Water-50_70-right-0,928.245,1.545,6.545,1.49,56.405,3.1875,3.88,6.0225,27.22,1.82,1.7575,1.45,3.0225,2.42,13.3925,2.72,Water,1,0
Water-50_70-right-1,285.54,2.4625,2.76,3.46,5.6975,3.41,12.855,10.385,25.6575,1.2925,1.9375,0.9825,2.3825,2.9425,8.8125,0.705,Water,1,0
Water-50_70-right-2,349.5175,1.6175,2.4975,2.45,2.7925,2.81,6.635,7.435,21.6075,1.4175,1.715,2.12,3.695,4.39,15.66,1.4425,Water,1,0
Water-50_70-right-3,303.0125,2.035,5.6075,3.5025,28.5425,6.4775,4.7125,11.56,15.7325,1.525,1.29,1.005,2.875,2.4175,15.27,1.7875,Water,1,0
Water-50_70-right-4,645.23,2.0225,5.455,4.03,39.365,3.075,7.295,5.5075,14.29,2.075,1.32,2.58,2.3075,1.2,12.7625,1.115,Water,1,0
Water-50_70-right-5,242.8525,0.6925,2.75,1.34,29.76,4.135,5.1225,6.255,11.905,1.37,3.53,1.5575,4.38,3.925,13.2875,1.7425,Water,1,0
Water-50_70-right-6,513.6325,1.2175,4.6175,5.4225,9.8425,4.88,5.3975,11.0125,20.18,2.775,1.63,1.37,1.0025,1.3625,10.67,1.5225,Water,1,0
Water-50_70-right-7,288.13,1.725,5.675,1.8475,5.8925,2.9575,9.42,17.81,21.1925,1.5775,1.525,0.825,3.1975,2.015,14.53,0.9425,Water,1,0
Water-50_70-right-8,292.985,0.695,1.175,3.1425,6.9475,7.235,12.5925,16.785,13.255,1.6275,2.24,1.0875,3.0125,2.565,12.4775,2.49,Water,1,0
Water-50_70-right-9,335.485,2.16,2.395,3.065,51.325,4.8075,4.1525,8.445,19.88,2.225,1.3725,3.55,2.4375,0.935,2.8375,1.7725,Water,1,0
Water-50_70-top-0,13.3425,2.6475,3.565,3.155,3413.5275,5.31,5.495,9.99,863.665,2.5375,1.3975,2.7,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-1,8.18,2.4025,2.9475,3.3725,15.715,9.9825,11.0375,20.625,493.6825,2.685,1.4825,2.07,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-2,443.8575,3.355,1.9,3.0,1570.5425,6.7175,15.6775,12.36,907.8675,1.725,3.495,1.35,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-3,3.6925,13.305,1.2175,3.3025,1570.0175,8.895,14.36,21.1825,1972.685,1.475,3.9325,1.625,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-4,4.795,6.2325,2.6675,3.83,21.0225,5.3575,16.6125,27.3225,351.82,1.1775,0.915,1.32,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-5,3.25,3.6325,4.655,3.405,321.63,10.385,16.36,22.415,318.4825,0.51,2.315,1.02,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-6,4.89,5.25,5.3375,5.9125,966.2025,8.495,20.395,24.615,1384.9625,3.2025,2.535,1.56,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-7,2.2925,2.785,4.2425,3.1425,929.7775,7.825,22.5125,23.335,324.16,1.945,1.615,1.02,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-8,2.0175,12.8075,1.81,1.2675,1395.265,7.56,20.5525,21.3325,2011.27,2.6925,1.57,1.23,0.0,0.0,0.0,0.0,Water,0,1
Water-50_70-top-9,0.675,0.3625,1.6725,0.5725,0.6225,0.5675,0.3425,1.4425,0.8475,1.4625,1.385,0.87,0.0,0.0,0.0,0.0,Water,0,1
Yellow-100_332-back-0,800.9175,1.4625,10.065,1.4175,2121.87,3.5225,4.7,3.285,259.3275,0.255,0.44,1.03,3.505,1.5,7.295,1.7,Yellow,0,0
Yellow-100_332-back-1,492.3825,1.965,3.75,1.5725,1116.5425,232.025,10.1525,2.3775,15.02,310.375,306.16,0.8525,1.7525,1.0225,10.735,1.9225,Yellow,0,0
Yellow-100_332-back-2,802.1375,1.3275,3.2975,3.2625,1910.6625,1.1525,9.0325,1.78,6.6,0.8775,0.7775,0.925,1.415,1.5225,13.6925,1.7825,Yellow,0,0
Yellow-100_332-back-3,850.555,1.155,1.6725,2.5975,1761.955,127.475,7.4475,0.9275,40.19,183.2025,292.615,0.8275,1.985,0.8225,15.1175,2.075,Yellow,0,0
Yellow-100_332-back-4,1006.8825,0.6525,2.305,2.7225,1146.755,0.8375,4.5325,3.35,85.6475,0.3875,1.185,1.365,2.815,1.035,10.4825,1.715,Yellow,0,0
Yellow-100_332-back-5,1246.32,0.7375,4.2575,0.9525,1808.815,2.3875,5.165,3.4825,233.56,1.31,0.57,0.62,1.9825,0.875,12.155,1.8075,Yellow,0,0
Yellow-100_332-back-6,958.575,1.4825,5.685,1.68,1620.9675,282.575,19.4575,2.675,33.6475,229.38,297.6975,0.385,1.3625,1.8925,15.5425,1.3475,Yellow,0,0
Yellow-100_332-back-7,692.8075,29.09,3.8,2.72,1858.04,139.0925,8.785,2.595,50.4325,280.5775,312.635,0.88,2.4275,1.3425,11.0675,1.705,Yellow,0,0
Yellow-100_332-back-8,955.85,2.4075,3.4825,1.4875,1926.8875,1.5225,3.5125,3.05,96.685,0.9025,0.2825,0.7975,2.445,1.5125,11.845,0.6025,Yellow,0,0
Yellow-100_332-back-9,848.11,1.2475,5.0525,3.135,1902.01,105.66,6.42,1.845,186.4175,106.715,233.295,0.54,2.6125,0.91,11.7925,1.675,Yellow,0,0
Yellow-100_332-right-0,140.8775,0.415,9.8725,1.835,229.315,3.985,7.7975,7.115,16.0425,10.875,40.85,0.205,2.8175,1.6775,10.6025,1.3875,Yellow,1,0
Yellow-100_332-right-1,2120.0325,1.455,3.9825,3.995,2171.525,2.6825,3.6275,3.6675,17.7875,1.625,0.7,1.11,3.6625,3.7975,14.925,2.6075,Yellow,1,0
Yellow-100_332-right-2,1475.7325,0.77,3.6225,3.64,3828.005,1.475,2.8275,2.6675,62.055,1.7,1.32,1.37,1.5675,3.465,20.9975,2.3,Yellow,1,0
Yellow-100_332-right-3,784.7075,1.985,3.9825,1.0675,614.5725,1.95,4.165,3.09,14.055,0.385,21.0525,0.465,1.0675,2.8625,9.6075,1.835,Yellow,1,0
Yellow-100_332-right-4,1474.715,2.1125,3.2675,6.8075,2947.115,2.855,3.9,4.1425,38.9225,0.2575,1.06,0.6425,1.4825,1.1375,8.9325,1.3375,Yellow,1,0
Yellow-100_332-right-5,125.535,1.1275,3.3925,1.915,398.095,1.675,3.0725,2.1375,4.1675,1.035,0.5175,0.75,1.59,0.3,8.275,1.47,Yellow,1,0
Yellow-100_332-right-6,2004.5325,3.61,2.035,3.7725,2707.66,2.4525,3.3225,3.0075,200.3925,1.3675,1.345,1.99,1.805,1.1525,12.5625,0.9025,Yellow,1,0
Yellow-100_332-right-7,105.175,1.375,5.34,3.405,674.525,1.0825,5.4925,2.3575,8.09,21.1025,35.075,1.135,0.53,1.435,10.0625,1.8875,Yellow,1,0
Yellow-100_332-right-8,1092.795,1.675,4.8475,1.495,1431.7025,3.35,4.7675,2.195,19.625,0.3325,0.985,0.7775,0.59,0.45,10.5,2.0525,Yellow,1,0
Yellow-100_332-right-9,177.115,1.6275,1.9375,2.2225,1335.78,1.5525,5.08,3.2425,5.7725,0.4125,24.9075,0.7475,1.1975,1.145,9.5825,3.0725,Yellow,1,0
Yellow-100_332-top-0,1053.7225,2.1175,3.1675,2.37,444.055,2.0675,3.985,1.7875,619.125,1.245,1.2675,0.645,1.48,1.4775,9.43,1.525,Yellow,0,1
Yellow-100_332-top-1,789.74,1.9925,1.99,3.07,379.0825,1.9425,3.13,3.4775,207.875,0.6225,54.89,0.2575,0.855,1.9725,8.8975,1.8075,Yellow,0,1
Yellow-100_332-top-2,2125.495,2.3675,6.21,2.2975,2003.6575,3.0175,2.7675,2.555,815.855,1.11,1.3975,1.4,1.93,1.47,10.465,1.11,Yellow,0,1
Yellow-100_332-top-3,414.97,2.87,4.995,2.0,176.705,1.8275,6.235,2.7675,213.2125,10.535,60.2725,0.1275,1.0325,0.985,8.3075,1.385,Yellow,0,1
Yellow-100_332-top-4,1647.395,1.4625,6.33,3.2275,1800.2725,1.8225,3.2175,3.825,1681.6925,1.5525,0.8225,0.6175,1.4875,2.5325,8.2275,1.795,Yellow,0,1
Yellow-100_332-top-5,646.2075,1.4625,2.0375,2.0325,292.8575,3.84,2.545,2.625,221.1475,0.4625,0.54,0.54,1.0225,3.1225,8.63,1.1975,Yellow,0,1
Yellow-100_332-top-6,459.155,1.42,2.445,4.1025,145.665,1.6525,3.02,2.51,15.9875,2.4775,20.15,1.0075,1.9325,1.4575,9.895,1.59,Yellow,0,1
Yellow-100_332-top-7,1182.9725,1.8975,1.3125,2.1475,98.42,4.3575,5.4125,3.4125,44.3,0.9825,1.1675,1.11,2.2725,1.6925,10.2775,1.3425,Yellow,0,1
Yellow-100_332-top-8,1721.865,1.1775,2.36,2.73,1024.0975,2.075,4.4725,3.7225,318.19,0.62,1.0825,0.9575,2.165,2.14,6.75,1.1425,Yellow,0,1
Yellow-100_332-top-9,1337.78,2.91,3.5725,1.955,754.705,2.94,5.335,1.745,31.95,0.8275,0.7975,1.1325,0.67,0.8575,10.3675,1.15,Yellow,0,1
Yellow-100_46-back-0,1375.6425,2.445,4.1175,3.0275,417.5075,2.2,6.7225,4.7325,25.5775,2.335,2.455,3.06,1.7175,2.86,6.77,0.575,Yellow,0,0
Yellow-100_46-back-1,1523.8525,2.53,3.305,5.6075,519.33,3.315,4.6275,1.135,24.46,2.49,1.3375,0.5925,3.9575,2.2975,7.1425,2.4475,Yellow,0,0
Yellow-100_46-back-2,1831.02,2.2925,4.5375,4.1125,511.24,1.6775,4.255,5.3725,30.5475,1.4225,1.495,1.055,0.9325,4.17,6.4875,1.83,Yellow,0,0
Yellow-100_46-back-3,1824.565,2.225,4.48,3.61,485.1725,3.41,6.8125,6.665,31.045,1.4975,2.045,1.2425,3.18,1.6525,5.845,2.735,Yellow,0,0
Yellow-100_46-back-4,1739.99,2.4025,1.8975,2.8075,321.1475,3.41,5.43,6.3175,26.7825,1.7925,2.1725,0.905,1.1025,5.19,5.5625,2.06,Yellow,0,0
Yellow-100_46-back-5,319.755,2.245,2.58,2.9,127.7975,1.4025,2.875,3.9375,12.82,1.0025,0.775,1.635,2.1175,2.5475,7.8525,1.995,Yellow,0,0
Yellow-100_46-back-6,1533.335,2.7475,3.9775,4.5525,65.59,3.835,3.98,4.29,193.485,4.2625,3.105,2.4925,1.1425,2.52,9.7575,1.9275,Yellow,0,0
Yellow-100_46-back-7,2591.285,1.4375,3.44,4.835,169.3125,1.815,6.3325,3.1575,772.36,3.2875,4.1025,1.53,1.495,3.4875,5.025,2.72,Yellow,0,0
Yellow-100_46-back-8,2745.4425,1.855,6.7475,4.5825,191.51,0.8275,2.6125,6.3375,600.69,3.24,3.15,3.0025,1.2675,1.3675,8.3175,1.78,Yellow,0,0
Yellow-100_46-back-9,2296.4925,1.7,4.765,3.02,185.3025,4.3775,5.975,6.67,589.735,2.7975,4.1475,2.8525,3.25,1.55,5.305,2.805,Yellow,0,0
Yellow-100_46-right-0,1407.9075,1.33,5.655,1.38,469.2425,3.7875,8.3625,11.7,119.55,1.84,1.475,1.7625,2.6225,3.09,11.08,2.16,Yellow,1,0
Yellow-100_46-right-1,1762.08,2.31,2.9375,5.11,539.8725,4.3375,5.67,11.765,410.16,0.9275,1.7325,1.115,3.3475,3.16,13.08,1.4575,Yellow,1,0
Yellow-100_46-right-2,1517.105,1.7,1.1275,3.835,521.025,4.155,6.555,9.2325,222.96,1.6525,2.2,1.4225,4.18,4.3075,12.68,1.845,Yellow,1,0
Yellow-100_46-right-3,1581.21,2.0325,6.435,2.6525,550.99,2.82,6.25,11.0125,456.905,1.345,2.02,1.9175,4.2225,3.3,9.4325,3.375,Yellow,1,0
Yellow-100_46-right-4,1856.085,3.1625,2.4,2.26,571.6575,3.7425,7.385,6.84,347.0,1.525,2.425,1.5775,2.7525,3.4375,10.605,1.44,Yellow,1,0
Yellow-100_46-right-5,1497.8,1.655,3.215,3.9925,459.27,3.1125,4.6175,10.73,626.13,1.11,1.94,3.2875,3.7925,3.9075,13.0225,2.93,Yellow,1,0
Yellow-100_46-right-6,1464.79,2.69,3.2625,3.3025,423.135,5.36,6.1275,4.0975,530.395,1.785,1.345,1.8125,2.465,2.5325,10.6575,1.17,Yellow,1,0
Yellow-100_46-right-7,1786.9075,0.98,3.8925,3.075,485.39,3.2175,2.5825,7.1025,635.19,1.3475,2.5025,1.6825,4.74,2.955,12.065,1.275,Yellow,1,0
Yellow-100_46-right-8,1805.43,2.555,4.895,3.0275,422.325,7.7975,8.615,13.555,951.0,2.2275,2.4825,2.5725,4.155,5.13,16.2125,2.365,Yellow,1,0
